Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Scrum Master,4.7,Bank Negara Indonesia (BNI),Pangkal Pinang,Jakarta,10001+ employees,1995,Company - Public,Banking,Finance,"Bank Rakyat Indonesia (BRI), Bank Mandiri, Bank Central Asia (BCA)",4870,86365,"We are looking for a Scrum Master skilled in Facilitation, Scrum, Team Collaboration. Responsibilities include Remove obstacles, Support agile teams, Communicate with stakeholders."
Interaction Designer,4.9,Bank Central Asia (BCA),Tomohon,Jakarta,5001 to 10000 employees,2006,Company - Government,Banking,Finance,"Bank Rakyat Indonesia (BRI), Bank Negara Indonesia (BNI), Bank Mandiri",1656,31814,"We are looking for an Interaction Designer skilled in Prototyping, Adobe XD, UI Design. Responsibilities include Design interactive experiences, Ensure interaction quality, Collaborate with developers."
Robotics Engineer,2.6,Kalbe Farma,Padang Panjang,Jakarta,10001+ employees,2008,Company - S Corporation (S Corp),Pharmaceuticals,Healthcare,,5614,67133,"Seeking a Robotics Engineer proficient in Robotics, Python, C++. Responsibilities include Work with control systems, Program robots, Test and optimize robotics algorithms."
IT Project Manager,3.2,Bank Mandiri,Sukabumi,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Rakyat Indonesia (BRI), Bank Central Asia (BCA), Bank Negara Indonesia (BNI)",4602,79344,"Join our team as an IT Project Manager. Skills required: Agile, Leadership, IT Project Management. Responsibilities: Ensure project success, Communicate with stakeholders, Work with IT teams."
UX Designer,3.5,PLN (Perusahaan Listrik Negara),Yogyakarta,Jakarta,5001 to 10000 employees,2002,Company - Subsidiary,Energy,Energy,"Bumi Resources, Pertamina",3850,75785,"We need a UX Designer with skills in Wireframing, Adobe XD, Prototyping. Main tasks: Ensure usability, Collaborate with developers, Create wireframes and prototypes."
Technical Project Manager,3.8,PT Telkom Indonesia,Surabaya,Medan,5001 to 10000 employees,1993,Company - Sole Proprietorship,Telecommunications,Telecommunications,"Indosat Ooredoo, XL Axiata, Telekomunikasi Selular (Telkomsel)",153,2421,"Seeking a Technical Project Manager proficient in Technical Background, Scrum, Leadership. Responsibilities include Ensure project delivery, Manage project timelines, Manage technical projects."
Data Mining Engineer,5.0,Bank Central Asia (BCA),Parepare,Jakarta,5001 to 10000 employees,2006,Company - Government,Banking,Finance,"Bank Negara Indonesia (BNI), Bank Rakyat Indonesia (BRI), Bank Mandiri",1851,31814,"Seeking a Data Mining Engineer proficient in R, Algorithms, SQL. Responsibilities include Work with data scientists, Provide actionable insights, Develop data mining models."
Product Manager,3.2,Unilever Indonesia,Tual,Bandung,1001 to 5000 employees,2000,Company - Corporation (C Corp),Consumer Goods,Consumer Goods,"Djarum, Gudang Garam, Sampoerna",4044,69737,"Hiring a Product Manager experienced with Agile, Product Development, Product Management. You will be responsible for Ensure product success, Manage product lifecycle, Work with cross-functional teams."
Agile Project Manager,3.3,Bank Rakyat Indonesia (BRI),Tual,Padang,10001+ employees,2009,Company - Subsidiary,Banking,Finance,"Bank Central Asia (BCA), Bank Mandiri, Bank Negara Indonesia (BNI)",3750,41943,"We need an Agile Project Manager with skills in Communication, Scrum, Project Management. Main tasks: Ensure project delivery, Collaborate with agile teams, Facilitate agile processes."
Robotics Engineer,4.5,Gudang Garam,Batu,Medan,1001 to 5000 employees,2000,Company - Limited Liability Company (LLC),Tobacco,Consumer Goods,"Sampoerna, Djarum, Unilever Indonesia",3023,49935,"Seeking a Robotics Engineer proficient in Robotics, ROS, Python. Responsibilities include Test and optimize robotics algorithms, Collaborate with other engineers, Work with control systems."
Web Developer,3.2,Matahari Department Store,Tomohon,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Indomaret, Alfamart",2870,49073,"We need a Web Developer proficient in React, HTML, CSS. Responsibilities: Collaborate with designers, Ensure website performance, Optimize web applications."
Product Manager,4.0,Bank Central Asia (BCA),Sabang,Jakarta,5001 to 10000 employees,2006,Company - Government,Banking,Finance,"Bank Rakyat Indonesia (BRI), Bank Mandiri, Bank Negara Indonesia (BNI)",1852,31814,"Hiring a Product Manager experienced with Product Management, Leadership, Scrum. You will be responsible for Communicate with stakeholders, Define product vision, Ensure product success."
Program Manager,2.9,Bukalapak,Tebing Tinggi,Padang,5001 to 10000 employees,1992,Company - Government,E-commerce,Technology,"Traveloka, GoJek, Tokopedia",1003,14695,"Join us as a Program Manager. Required skills: Program Management, Communication, Agile. Duties: Manage programs, Communicate with stakeholders, Manage program budgets."
Business Intelligence Analyst,4.7,Garuda Indonesia,Pekalongan,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Blue Bird Group, Astra International",3515,67312,"We need a Business Intelligence Analyst with skills in Data Modeling, SQL, BI Tools. Main tasks: Develop BI solutions, Analyze data trends, Provide actionable insights."
Business Intelligence Analyst,3.8,XL Axiata,Mojokerto,Bandung,5001 to 10000 employees,1992,Company - Non-profit,Telecommunications,Telecommunications,"PT Telkom Indonesia, Telekomunikasi Selular (Telkomsel), Indosat Ooredoo",5032,69716,"We need a Business Intelligence Analyst with skills in SQL, BI Tools, Analytics. Main tasks: Analyze data trends, Provide actionable insights, Create and maintain dashboards."
UX Designer,2.6,Sinar Mas Group,Batam,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,2174,28105,"We need a UX Designer with skills in UX Research, Adobe XD, Sketch. Main tasks: Collaborate with developers, Ensure usability, Conduct user research."
Motion Graphics Designer,4.9,Indomaret,Manado,Surabaya,10001+ employees,1992,Company - Sole Proprietorship,Retail,Retail,"Matahari Department Store, Alfamart",4916,61964,"Join us as a Motion Graphics Designer. Required skills: Animation, Creativity, Motion Graphics. Duties: Collaborate with video production teams, Ensure animation quality, Work with animation tools."
Product Manager,3.5,Bank Mandiri,Tarakan,Surabaya,10001+ employees,2008,Company - Government,Banking,Finance,"Bank Central Asia (BCA), Bank Rakyat Indonesia (BRI), Bank Negara Indonesia (BNI)",6139,79344,"Hiring a Product Manager experienced with Product Development, Scrum, Product Management. You will be responsible for Define product vision, Manage product lifecycle, Ensure product success."
Data Scientist,4.4,Tokopedia,Makassar,Jakarta,10001+ employees,1995,Company - Cooperative,E-commerce,Technology,"Bukalapak, GoJek, Traveloka",209,3915,"We are looking for a Data Scientist to join our team. Requirements: Experience in SQL, Machine Learning, Python. Responsibilities: Develop predictive models, Collaborate with cross-functional teams, Analyze data to drive insights."
NLP Engineer (Natural Language Processing),3.0,Telekomunikasi Selular (Telkomsel),Bau-Bau,Yogyakarta,5001 to 10000 employees,1997,Company - Public,Telecommunications,Telecommunications,"Indosat Ooredoo, PT Telkom Indonesia, XL Axiata",3699,66317,"Join us as an NLP Engineer. Required skills: NLP, NLTK, Python. Duties: Develop NLP models, Deploy NLP solutions, Use NLP libraries."
NLP Engineer (Natural Language Processing),3.1,Blue Bird Group,Kotamobagu,Surabaya,1001 to 5000 employees,2010,Company - Subsidiary,Transportation,Transportation,"Garuda Indonesia, Astra International",2489,29347,"Join us as an NLP Engineer. Required skills: NLTK, SpaCy, NLP. Duties: Develop NLP models, Use NLP libraries, Deploy NLP solutions."
UI/UX Developer,3.6,Bank Rakyat Indonesia (BRI),Tebing Tinggi,Padang,10001+ employees,2009,Company - Subsidiary,Banking,Finance,"Bank Negara Indonesia (BNI), Bank Central Asia (BCA), Bank Mandiri",2181,41943,"Join us as a UI/UX Developer. Required skills: UI Design, Prototyping, Sketch. Duties: Design user interfaces and experiences, Conduct user research, Work with design tools."
NLP Engineer (Natural Language Processing),4.4,PT Telkom Indonesia,Medan,Medan,5001 to 10000 employees,1993,Company - Sole Proprietorship,Telecommunications,Telecommunications,"Telekomunikasi Selular (Telkomsel), XL Axiata, Indosat Ooredoo",146,2421,"Join us as an NLP Engineer. Required skills: Text Mining, SpaCy, NLTK. Duties: Collaborate with linguists, Deploy NLP solutions, Develop NLP models."
Reinforcement Learning Specialist,2.6,Indosat Ooredoo,Bukittinggi,Surabaya,10001+ employees,2012,Company - Cooperative,Telecommunications,Telecommunications,"XL Axiata, PT Telkom Indonesia, Telekomunikasi Selular (Telkomsel)",4876,85718,"Join our team as a Reinforcement Learning Specialist. Skills required: Python, Reinforcement Learning, Machine Learning. Responsibilities: Collaborate with data scientists, Develop RL models, Work with TensorFlow and PyTorch."
Machine Learning Engineer,4.6,Bank Negara Indonesia (BNI),Kotamobagu,Jakarta,10001+ employees,1995,Company - Public,Banking,Finance,"Bank Central Asia (BCA), Bank Mandiri, Bank Rakyat Indonesia (BRI)",4924,86365,"Join our team as a Machine Learning Engineer. Skills required: Scikit-Learn, TensorFlow, NLP. Responsibilities: Develop machine learning models, Collaborate with data scientists, Work with TensorFlow and PyTorch."
Product Manager,4.8,Bumi Resources,Pariaman,Medan,1001 to 5000 employees,2001,Company - Holding,Mining,Energy,"PLN (Perusahaan Listrik Negara), Pertamina",3631,55999,"Hiring a Product Manager experienced with Product Management, Scrum, Product Development. You will be responsible for Manage product lifecycle, Communicate with stakeholders, Work with cross-functional teams."
Front-end Developer,3.3,Bukalapak,Tarakan,Padang,5001 to 10000 employees,1992,Company - Government,E-commerce,Technology,"GoJek, Traveloka, Tokopedia",803,14695,"Seeking a Front-end Developer with skills in React, Vue.js, HTML. Responsibilities: Collaborate with back-end developers, Work with HTML, CSS, and JavaScript, Develop user interfaces."
Full-stack Developer,4.3,Pertamina,Sukabumi,Jakarta,10001+ employees,2001,Company - Sole Proprietorship,Oil and Gas,Energy,"PLN (Perusahaan Listrik Negara), Bumi Resources",1344,23298,"We need a Full-stack Developer with skills in CSS, Node.js, JavaScript. Main tasks: Ensure full-stack performance, Optimize full-stack applications, Collaborate with designers and developers."
UI/UX Developer,3.7,Djarum,Batu,Padang,10001+ employees,2007,Company - Corporation (C Corp),Tobacco,Consumer Goods,"Indofood, Sampoerna, Gudang Garam",4026,52425,"Join us as a UI/UX Developer. Required skills: UI Design, Sketch, UX Research. Duties: Design user interfaces and experiences, Collaborate with developers, Create prototypes."
UI/UX Developer,3.2,Garuda Indonesia,Ambon,Jakarta,1001 to 5000 employees,1991,Company - Professional Corporation (PC),Airlines,Transportation,"Astra International, Blue Bird Group",3725,67312,"Join us as a UI/UX Developer. Required skills: Prototyping, UX Research, Sketch. Duties: Create prototypes, Work with design tools, Collaborate with developers."
Product Manager,3.5,Unilever Indonesia,Subulussalam,Bandung,1001 to 5000 employees,2000,Company - Corporation (C Corp),Consumer Goods,Consumer Goods,"Indofood, Gudang Garam, Sampoerna",5233,69737,"Hiring a Product Manager experienced with Agile, Product Development, Scrum. You will be responsible for Manage product lifecycle, Communicate with stakeholders, Ensure product success."
JavaScript Developer,3.6,Lippo Group,Sawah Lunto,Padang,1001 to 5000 employees,2003,Company - Corporation (C Corp),Conglomerate,Conglomerate,Sinar Mas Group,6074,81686,"Hiring a JavaScript Developer proficient in Vue.js, JavaScript, React. Responsibilities: Ensure code quality, Optimize JavaScript performance, Develop applications using JavaScript."
Web Application Developer,3.0,Unilever Indonesia,Kupang,Bandung,1001 to 5000 employees,2000,Company - Corporation (C Corp),Consumer Goods,Consumer Goods,"Djarum, Indofood, Gudang Garam",5292,69737,"We are looking for a Web Application Developer skilled in HTML, CSS, APIs. Responsibilities include Collaborate with designers, Ensure application security, Work with JavaScript and APIs."
Web Developer,2.6,Pertamina,Tangerang Selatan,Jakarta,10001+ employees,2001,Company - Sole Proprietorship,Oil and Gas,Energy,"Bumi Resources, PLN (Perusahaan Listrik Negara)",1456,23298,"We need a Web Developer proficient in JavaScript, CSS, React. Responsibilities: Work with HTML, CSS, and JavaScript, Optimize web applications, Collaborate with designers."
Business Intelligence Analyst,3.3,Sampoerna,Bontang,Bandung,10001+ employees,1998,Company - Holding,Tobacco,Consumer Goods,"Gudang Garam, Unilever Indonesia, Indofood",2222,25742,"We need a Business Intelligence Analyst with skills in Analytics, Data Modeling, Dashboarding. Main tasks: Analyze data trends, Work with business stakeholders, Create and maintain dashboards."
UX Designer,3.2,Matahari Department Store,Padang,Padang,5001 to 10000 employees,2000,Company - Limited Partnership (LP),Retail,Retail,"Alfamart, Indomaret",3467,49073,"We need a UX Designer with skills in Adobe XD, UX Research, Prototyping. Main tasks: Design user experiences, Ensure usability, Collaborate with developers."
Data Analyst,3.1,Traveloka,Kediri,Surabaya,5001 to 10000 employees,2003,Company - Sole Proprietorship,E-commerce,Technology,"GoJek, Bukalapak, Tokopedia",4325,56985,"Seeking a Data Analyst proficient in Tableau, SQL, Data Visualization. Responsibilities include Identify trends and patterns, Support data-driven decision making, Analyze business data."
JavaScript Developer,4.4,Sinar Mas Group,Tanjungpinang,Bandung,10001+ employees,1995,Company - Public,Conglomerate,Conglomerate,Lippo Group,1845,28105,"Hiring a JavaScript Developer proficient in Node.js, JavaScript, React. Responsibilities: Optimize JavaScript performance, Develop applications using JavaScript, Collaborate with other developers."
