Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Full-stack Developer,4.1,Lippo Group,"Jakarta, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2010,Company - Private,Software,Business Services,-1,149.0,42.4,"We need a Full-stack Developer with skills in HTML, CSS, JavaScript. Main tasks: Collaborate with designers and developers, Optimize full-stack applications, Develop both front-end and back-end."
Computer Vision Engineer,4.2,Lippo Group,"Bandung, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2011,Company - Private,Information Technology,Business Services,None,87.2,45.9,"We are looking for a Computer Vision Engineer skilled in Image Processing, OpenCV, Python. Responsibilities include Use OpenCV and TensorFlow, Optimize image processing algorithms, Work with image data."
Program Manager,3.6,Unilever Indonesia,"Bali, Indonesia","Jakarta, Indonesia",10001+ employees,2013,Company - Public,E-commerce,Technology,None,100.5,17.4,"Join us as a Program Manager. Required skills: Agile, Scrum, Program Management. Duties: Coordinate multiple projects, Manage programs, Ensure program delivery."
Technical Project Manager,4.1,Indofood,"Bali, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2011,Company - Private,Software,Technology,None,118.7,83.3,"Seeking a Technical Project Manager proficient in Technical Background, Agile, Project Management. Responsibilities include Ensure project delivery, Work with cross-functional teams, Communicate with stakeholders."
AI Research Scientist,3.6,Ciputra Development,"Bali, Indonesia","Jakarta, Indonesia",10001+ employees,2012,Company - Private,E-commerce,Technology,None,96.6,36.9,"We need an AI Research Scientist with skills in Python, Algorithms, AI. Main tasks: Conduct AI research, Collaborate with other researchers, Develop new AI algorithms."
Data Mining Engineer,3.6,Telekomunikasi Selular (Telkomsel),"Jakarta, Indonesia","Bandung, Indonesia",10001+ employees,2009,Company - Public,E-commerce,Business Services,-1,64.0,80.8,"Seeking a Data Mining Engineer proficient in SQL, R, Data Mining. Responsibilities include Work with data scientists, Develop data mining models, Optimize algorithms."
Scrum Master,3.6,Lippo Group,"Jakarta, Indonesia","Yogyakarta, Indonesia",10001+ employees,2010,Company - Public,Information Technology,Technology,None,65.4,65.1,"We are looking for a Scrum Master skilled in Scrum, Team Collaboration, Agile. Responsibilities include Ensure team productivity, Communicate with stakeholders, Remove obstacles."
Data Mining Engineer,2.9,Lippo Group,"Surabaya, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2009,Company - Public,Software,Business Services,None,78.8,70.4,"Seeking a Data Mining Engineer proficient in R, Algorithms, Python. Responsibilities include Analyze large datasets, Optimize algorithms, Develop data mining models."
JavaScript Developer,5.0,Bank Rakyat Indonesia (BRI)Bank Mandiri,"Surabaya, Indonesia","Bandung, Indonesia",5001 to 10000 employees,2010,Company - Public,Information Technology,Business Services,-1,133.7,64.2,"Hiring a JavaScript Developer proficient in React, Node.js, Angular. Responsibilities: Work with frameworks like React and Node.js, Develop applications using JavaScript, Ensure code quality."
Data Engineer,3.4,Astra International,"Bali, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2010,Company - Public,Software,Technology,None,53.6,58.0,"Hiring a Data Engineer experienced with Big Data, SQL, Python. You will be responsible for Collaborate with data scientists, Work with big data technologies, Develop ETL processes."
Program Manager,2.5,Indomaret,"Jakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2010,Company - Private,Software,Business Services,None,75.2,74.2,"Join us as a Program Manager. Required skills: Program Management, Leadership, Communication. Duties: Manage programs, Communicate with stakeholders, Ensure program delivery."
Data Engineer,3.0,Gudang Garam,"Jakarta, Indonesia","Jakarta, Indonesia",10001+ employees,2011,Company - Private,Information Technology,Technology,-1,97.2,62.4,"Hiring a Data Engineer experienced with Python, Big Data, Hadoop. You will be responsible for Ensure data quality and integrity, Collaborate with data scientists, Work with big data technologies."
AI Research Scientist,3.4,Djarum,"Bali, Indonesia","Bali, Indonesia",10001+ employees,2013,Company - Private,E-commerce,Technology,None,149.3,30.1,"We need an AI Research Scientist with skills in Machine Learning, AI, Python. Main tasks: Conduct AI research, Publish research papers, Analyze experimental results."
Graphic Designer,2.9,Indosat Ooredoo,"Surabaya, Indonesia","Surabaya, Indonesia",10001+ employees,2013,Company - Private,E-commerce,Technology,None,67.1,60.0,"Seeking a Graphic Designer proficient in Creativity, Graphic Design, Illustrator. Responsibilities: Develop branding materials, Collaborate with marketing teams, Create visual designs."
Data Mining Engineer,3.8,Indosat Ooredoo,"Bali, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2009,Company - Private,E-commerce,Business Services,None,106.0,84.0,"Seeking a Data Mining Engineer proficient in Python, SQL, Algorithms. Responsibilities include Work with data scientists, Optimize algorithms, Analyze large datasets."
Data Engineer,3.9,Bank Central Asia (BCA),"Bali, Indonesia","Bali, Indonesia",1001 to 5000 employees,2011,Company - Private,Software,Business Services,-1,97.0,41.6,"Hiring a Data Engineer experienced with Python, ETL, Big Data. You will be responsible for Develop ETL processes, Work with big data technologies, Ensure data quality and integrity."
UI Designer,3.3,Ciputra Development,"Jakarta, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2011,Company - Private,E-commerce,Business Services,None,138.5,98.7,"Hiring a UI Designer experienced with Prototyping, Figma, Sketch. Responsibilities: Collaborate with developers, Design user interfaces, Work with design tools."
Computer Vision Engineer,2.8,XL Axiata,"Bandung, Indonesia","Jakarta, Indonesia",1001 to 5000 employees,2009,Company - Private,Software,Technology,-1,98.8,47.3,"We are looking for a Computer Vision Engineer skilled in Deep Learning, Python, Image Processing. Responsibilities include Collaborate with data scientists, Develop computer vision models, Optimize image processing algorithms."
Product Manager,4.0,Traveloka,"Surabaya, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2010,Company - Public,Software,Technology,None,145.5,97.2,"Hiring a Product Manager experienced with Agile, Scrum, Product Development. You will be responsible for Work with cross-functional teams, Manage product lifecycle, Communicate with stakeholders."
Scrum Master,3.4,Alfamart,"Bali, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2010,Company - Public,E-commerce,Business Services,-1,76.4,79.6,"We are looking for a Scrum Master skilled in Team Collaboration, Agile, Facilitation. Responsibilities include Remove obstacles, Support agile teams, Ensure team productivity."
Front-end Developer,4.8,Telekomunikasi Selular (Telkomsel),"Bandung, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2012,Company - Private,Software,Technology,-1,85.5,59.5,"Seeking a Front-end Developer with skills in HTML, JavaScript, React. Responsibilities: Optimize front-end performance, Collaborate with back-end developers, Ensure responsive design."
Product Manager,3.7,Traveloka,"Surabaya, Indonesia","Bali, Indonesia",1001 to 5000 employees,2010,Company - Private,E-commerce,Business Services,None,125.1,23.3,"Hiring a Product Manager experienced with Scrum, Agile, Product Management. You will be responsible for Manage product lifecycle, Define product vision, Work with cross-functional teams."
Brand Designer,4.6,Telekomunikasi Selular (Telkomsel),"Bandung, Indonesia","Bandung, Indonesia",10001+ employees,2010,Company - Private,E-commerce,Technology,-1,58.5,96.1,"Hiring a Brand Designer proficient in Visual Design, Creativity, Adobe Creative Suite. Responsibilities: Work with design tools, Collaborate with marketing teams, Create visual identities."
Product Manager,4.9,Tokopedia,"Surabaya, Indonesia","Jakarta, Indonesia",10001+ employees,2009,Company - Public,E-commerce,Technology,None,76.6,91.6,"Hiring a Product Manager experienced with Leadership, Product Development, Scrum. You will be responsible for Manage product lifecycle, Communicate with stakeholders, Ensure product success."
NLP Engineer (Natural Language Processing),3.3,Bank Central Asia (BCA),"Jakarta, Indonesia","Yogyakarta, Indonesia",10001+ employees,2009,Company - Private,Information Technology,Technology,None,87.2,55.6,"Join us as an NLP Engineer. Required skills: NLTK, SpaCy, Python. Duties: Develop NLP models, Use NLP libraries, Deploy NLP solutions."
Web Developer,4.7,PLN (Perusahaan Listrik Negara),"Yogyakarta, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2009,Company - Public,E-commerce,Business Services,None,77.6,69.6,"We need a Web Developer proficient in JavaScript, HTML, Node.js. Responsibilities: Optimize web applications, Ensure website performance, Collaborate with designers."
Program Manager,3.4,Astra International,"Surabaya, Indonesia","Yogyakarta, Indonesia",5001 to 10000 employees,2013,Company - Public,Software,Business Services,-1,66.5,87.3,"Join us as a Program Manager. Required skills: Communication, Leadership, Program Management. Duties: Manage program budgets, Ensure program delivery, Coordinate multiple projects."
Data Mining Engineer,3.4,Unilever Indonesia,"Surabaya, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2010,Company - Private,Software,Technology,None,83.1,71.0,"Seeking a Data Mining Engineer proficient in Python, Algorithms, R. Responsibilities include Provide actionable insights, Optimize algorithms, Work with data scientists."
Program Manager,3.1,Bank Central Asia (BCA),"Yogyakarta, Indonesia","Jakarta, Indonesia",5001 to 10000 employees,2011,Company - Public,Information Technology,Business Services,None,90.0,54.0,"Join us as a Program Manager. Required skills: Program Management, Agile, Leadership. Duties: Communicate with stakeholders, Coordinate multiple projects, Manage programs."
NLP Engineer (Natural Language Processing),4.3,Pertamina,"Bali, Indonesia","Surabaya, Indonesia",5001 to 10000 employees,2009,Company - Private,Software,Business Services,None,80.4,41.0,"Join us as an NLP Engineer. Required skills: NLTK, SpaCy, Text Mining. Duties: Collaborate with linguists, Use NLP libraries, Develop NLP models."
Data Scientist,2.8,Blue Bird Group,"Yogyakarta, Indonesia","Bandung, Indonesia",1001 to 5000 employees,2009,Company - Public,E-commerce,Technology,None,86.4,30.9,"We are looking for a Data Scientist to join our team. Requirements: Experience in R, Data Analysis, Machine Learning. Responsibilities: Work with large datasets, Develop predictive models, Analyze data to drive insights."
Web Developer,3.2,Bank Rakyat Indonesia (BRI)Bank Mandiri,"Surabaya, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2012,Company - Public,Information Technology,Technology,-1,70.1,80.8,"We need a Web Developer proficient in JavaScript, CSS, Node.js. Responsibilities: Optimize web applications, Ensure website performance, Collaborate with designers."
AI Research Scientist,2.7,Unilever Indonesia,"Bandung, Indonesia","Bandung, Indonesia",10001+ employees,2011,Company - Private,E-commerce,Technology,-1,101.6,54.6,"We need an AI Research Scientist with skills in Machine Learning, Python, AI. Main tasks: Conduct AI research, Publish research papers, Analyze experimental results."
Computer Vision Engineer,4.7,Indomaret,"Bali, Indonesia","Yogyakarta, Indonesia",1001 to 5000 employees,2012,Company - Public,Software,Business Services,-1,97.8,87.9,"We are looking for a Computer Vision Engineer skilled in Image Processing, Computer Vision, Python. Responsibilities include Use OpenCV and TensorFlow, Work with image data, Collaborate with data scientists."
Data Scientist,4.3,PLN (Perusahaan Listrik Negara),"Surabaya, Indonesia","Bali, Indonesia",10001+ employees,2010,Company - Private,E-commerce,Technology,-1,71.3,53.1,"We are looking for a Data Scientist to join our team. Requirements: Experience in Machine Learning, R, SQL. Responsibilities: Collaborate with cross-functional teams, Communicate findings to stakeholders, Analyze data to drive insights."
Web Application Developer,3.1,Alfamart,"Jakarta, Indonesia","Bandung, Indonesia",10001+ employees,2013,Company - Private,Information Technology,Business Services,None,116.4,75.0,"We are looking for a Web Application Developer skilled in JavaScript, CSS, APIs. Responsibilities include Develop web applications, Optimize web application performance, Collaborate with designers."
Interaction Designer,2.8,Bank Central Asia (BCA),"Jakarta, Indonesia","Surabaya, Indonesia",1001 to 5000 employees,2011,Company - Public,Information Technology,Business Services,-1,68.3,73.9,"We are looking for an Interaction Designer skilled in Interaction Design, User Testing, Prototyping. Responsibilities include Collaborate with developers, Design interactive experiences, Ensure interaction quality."
